epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,480,0.67544,0.52855,0.91476,0.69603,0.5293,0.54028,0.1934,1.72744,2.46046,1.69672,0.00137828,0.00137828,0.00137828
159,483.041,0.68467,0.54098,0.87412,0.53318,0.53846,0.45296,0.20797,1.84546,2.10903,1.78373,0.00137432,0.00137432,0.00137432
160,486.06,0.69073,0.5273,0.89569,0.6984,0.53477,0.52487,0.16013,1.93359,2.44245,1.84696,0.00137036,0.00137036,0.00137036
161,488.999,0.67968,0.53995,0.90663,0.58657,0.46154,0.47267,0.15816,2.05831,2.56926,1.99682,0.0013664,0.0013664,0.0013664
162,491.938,0.78705,0.57075,0.91764,0.56583,0.53846,0.4878,0.16462,1.98833,2.67054,1.99548,0.00136244,0.00136244,0.00136244
163,494.966,0.66514,0.47432,0.86898,0.81252,0.38462,0.45487,0.16964,1.79586,3.08555,1.77185,0.00135848,0.00135848,0.00135848
164,497.944,0.73996,0.56514,0.88023,0.8123,0.38462,0.44299,0.1803,1.8325,3.31845,1.60637,0.00135452,0.00135452,0.00135452
165,501.133,0.67796,0.51013,0.84489,0.65586,0.38462,0.45953,0.19641,1.95737,3.15981,1.66644,0.00135056,0.00135056,0.00135056
166,504.116,0.60857,0.48478,0.83925,0.59815,0.38462,0.45655,0.18656,1.9646,2.9172,1.73214,0.0013466,0.0013466,0.0013466
167,506.992,0.61444,0.47649,0.86427,0.52976,0.46154,0.46739,0.1813,2.00287,2.68683,1.76822,0.00134264,0.00134264,0.00134264
168,510.007,0.64326,0.50281,0.88474,0.75493,0.53846,0.60059,0.2044,2.0298,2.72843,1.84296,0.00133868,0.00133868,0.00133868
169,512.985,0.62833,0.46687,0.87305,0.67303,0.53846,0.56871,0.20849,1.99412,2.64266,1.90289,0.00133472,0.00133472,0.00133472
170,516.065,0.66035,0.50732,0.88218,0.66332,0.53846,0.53302,0.19816,2.0251,2.44901,1.93822,0.00133076,0.00133076,0.00133076
171,519.044,0.69659,0.5048,0.88986,0.63195,0.52912,0.50302,0.19018,1.9862,2.64677,1.86872,0.0013268,0.0013268,0.0013268
172,522.165,0.58238,0.44564,0.83463,0.49174,0.46154,0.33592,0.15581,2.08461,2.63013,1.91104,0.00132284,0.00132284,0.00132284
173,525.088,0.64633,0.50335,0.85381,0.48934,0.46154,0.36649,0.14857,2.09899,2.64364,1.91125,0.00131888,0.00131888,0.00131888
174,528.127,0.72301,0.53818,0.84037,0.53046,0.46154,0.37192,0.16624,2.08898,2.62649,1.84235,0.00131492,0.00131492,0.00131492
175,531.063,0.67392,0.50324,0.85477,0.60177,0.46154,0.3886,0.18344,2.015,2.56634,1.77954,0.00131096,0.00131096,0.00131096
176,534.396,0.69333,0.48656,0.8802,0.57585,0.46154,0.45842,0.17148,1.99568,2.3116,1.84188,0.001307,0.001307,0.001307
177,537.385,0.64213,0.50532,0.8686,0.59462,0.38462,0.48841,0.2117,1.94032,2.18628,1.8955,0.00130304,0.00130304,0.00130304
178,540.362,0.64877,0.48827,0.9012,0.4325,0.53846,0.47525,0.23903,1.94627,2.2984,1.85711,0.00129908,0.00129908,0.00129908
179,543.323,0.76911,0.54709,0.91044,0.59502,0.46154,0.45763,0.2205,1.9193,2.33284,1.82608,0.00129512,0.00129512,0.00129512
180,546.279,0.68361,0.5333,0.89563,0.67652,0.61538,0.56212,0.26168,1.76039,2.14737,1.73047,0.00129116,0.00129116,0.00129116
